CARI_KOD,CARI_ISIM,ADRES,IL,ILCE,ENLEM,BOYLAM,TIPI
A0562,Hasan Tuna Cd Kumluca Antalya,Baðlýk Mh. 1 Yunus Emre Cd.N:30N:30N:30N:30N:30,Antalya,KUMLUCA,36.367485,30.281763,Magaza
A2743,Silifke Toki Mersin,Toros mh.Vatan cad. Toki Tic. ,Içel,SILIFKE,36.368645,33.943258,Magaza
A8766,Gödene Kumluca Antal,Baðlýk Mh. Gödene Cd.N:41N:41N:41,Antalya,KUMLUCA,36.369833,30.286278,Magaza
I599,Baðlýk Kumluca Antalya,Merkez Mh. Kýzýlay Caddesi No:67N:67N:67N:6N:,Antalya,KUMLUCA,36.371224,30.282549,Magaza
H644,Adnan Kahveci Silifke Mersin,Toros Mh. Alparslan Türkeþ Bulvarý No:568AN:568,Içel,SILIFKE,36.371866,33.927241,Magaza
H646,Çarþý Ýçi Kumluca Antalya,Eskicami Mh. Sedir Sokak No:99/1A-1B,Antalya,KUMLUCA,36.372048,30.288665,Magaza
I408,Öztürkmen Silifke Mersin,Atik Mh. Büþra Sokak No:16AN:16A,Içel,SILIFKE,36.372556,33.944014,Magaza
A0644,Merkez Mh Kumluca Antalya,Merkez Mh. Gödene CaddesiN:2/A,Antalya,KUMLUCA,36.374364,30.287927,Magaza
G028,Atik Silifke Mersin,Atik Mh. 150. Sokak No:2/AN:,Içel,SILIFKE,36.375478,33.939037,Magaza
A3370,Saray Silifke Mersin,Saray Mah. Ýnönü caddesi No:97 ,Içel,SILIFKE,36.3759,33.9349,Magaza
A9053,Ziya Uygur Silifke Mersin,Saray Mh. Ýnönü Blv.N:44,Içel,SILIFKE,36.376315,33.92774,Magaza
I129,Reþadiye Silifke Mersin,Saray Mh. 112. Sokak No:87N:20/B1,Içel,SILIFKE,36.377362,33.931196,Magaza
A9488,Tekir Silifke Mersin,Atayurt Mh. Atatürk Cd.(Elçibey Cd.)N:1N:1,Içel,SILIFKE,36.379558,34.030152,Magaza
C323,Bulvar Silifke Mersin,Göksu Mh. 62/A-B-CN:62,Içel,SILIFKE,36.380217,33.933229,Magaza
G911,Yeni Tisan Silifke Mersin,Yeþilovacýk Mh. Tisan Tesisi No:9N:3N:3N:3N:N:N:N:3,Içel,SILIFKE,36.381301,33.938891,Magaza
A2534,Göksu Silifke Mersin,Göksu Mh. Celal Bayar Cd.,Içel,SILIFKE,36.381585,33.929236,Magaza
B945,Kapýzlý Silifke Mersin,Atayurt Mh. 45N:180N:180N:180N:180,Içel,SILIFKE,36.382648,34.072248,Magaza
A5192,Celal Bayar Silifke Mersin,Göksu mah. Celal Bayar Cad. N:76N:76,Içel,SILIFKE,36.38349,33.932947,Magaza
G770,Yeþilöz Alanya Antalya,Yeþilöz Mh. Mersin - Antalya Yolu No:1,Antalya,ALANYA,36.385122,32.192004,Magaza
F452,Ýlhan Akgün Silifke Mersin,Gazi Mh. Ýlhan Akgün Caddesi No:01,Içel,SILIFKE,36.385475,33.928635,Magaza
A0357,Kanal Silifke Mersin,Gazi Mh. 6 Celal Bayar Cd.,Içel,SILIFKE,36.386265,33.941074,Magaza
G517,Sarýcalar Silifke Mersin,Sarýcalar Mh. 513. Sokak No:37N:,Içel,SILIFKE,36.387245,33.947369,Magaza
J826,Avcýlarsuyu Arsuz Hatay,Arpaçiftlik Mh. Arpagedik Köyü Yolu (Haymaseki KN:1,Hatay,ARSUZ,36.38864,35.880342,Magaza
I502,Ceylan Gözen Arsuz Hatay,Gözcüler Mh. Atatürk Caddesi No:54N:54N:54N:NN:54,Hatay,ARSUZ,36.392001,35.910108,Magaza
A8882,Temel Eðitim Kumluca Antalya,Temel Eðitim Mahallesi Mh. Anadolu Cd.,Antalya,KUMLUCA,36.396483,30.295913,Magaza
A0197,Sayaðzý Silifke Mersin,Sayaðzý Mh. 234 Ýlhan Akgün Cd.N:234,Içel,SILIFKE,36.39813,33.934535,Magaza
C648,Olympos Kumluca Antalya,Adrasan Mh. 38/1N:38/1N:38/1N:38N:N:N:N:N:38,Antalya,KUMLUCA,36.403579,30.428599,Magaza
B859,Uluçýnar Arsuz Hatay,Uluçýnar Mh. Akdeniz CaddesiN:N:N:1,Hatay,ARSUZ,36.410608,35.885666,Magaza
A9367,Atakent Silifke Mersin,Atakent Mh. Susanoðlu Sk.N:13-14N:13,Içel,SILIFKE,36.41079,34.076415,Magaza
A3071,Merkez Susanoðlu Silifke Mersin,Atakent Mh. Fora SokakN:285N:285/A,Içel,SILIFKE,36.414826,34.08091,Magaza
F065,Arsuz Arsuz Hatay,Uluçýnar Mh. 198/A2 Akdeniz CaddesiN:N:N:N:19N:198/A2,Hatay,ARSUZ,36.415018,35.895921,Magaza
F563,Söðütlü Göz Silifke Mersin,Atakent Mh. Söðütlü Göz Caddesi No:34,Içel,SILIFKE,36.415131,34.07857,Magaza
A2516,Yapraklý Silifke Silifke Mersin,Atakent Mh. Prsl 469 Zmn K-1-2Giriþ B.Böl 12N:1,Içel,SILIFKE,36.418933,34.089778,Magaza
F567,Deðirmen Silifke Mersin,Atakent Mh. Camii Sokak No:19N:19N:19,Içel,SILIFKE,36.419444,34.084296,Magaza
C989,Altýnkent Arsuz Hatay,Çetillik Mh. 52/A,Hatay,ARSUZ,36.420206,35.9019,Magaza
F199,Ömer Þölen Arsuz Hatay,Çetillik Mh. 8 Ahmet Taner Kýþlalý Caddesi (Akdeniz C,Hatay,ARSUZ,36.422819,35.90685,Magaza
A7718,Demirtaþ Alanya Anta,Demirtaþ Mah. Atatürk Cad.no:42-43 Alanya/ANTALYA,Antalya,ALANYA,36.426646,32.189002,Magaza
I550,Emine Korkmaz Arsuz Hatay,Gökmeydan Mh. Atatürk Caddesi No:8N:N:8N:8N:8NN:8,Hatay,ARSUZ,36.434419,35.920737,Magaza
J163,Sütleðen Kaþ Antalya,Sütleðen Mh. Akçay Kalkan Yolu No:1/A,Antalya,KAÞ,36.439706,29.608174,Magaza
D909,Eþen Mahallesi Seydikemer Muðla,Eþen Mh. 2 Cami Sokak,Mugla,SEYDIKEMER,36.453771,29.280826,Magaza
H775,Madenli Arsuz Hatay,Madenli Mh. Atatürk Caddesi No:45/1N:N:N:,Hatay,ARSUZ,36.45949,35.986653,Magaza
A9368,Güneþ Kýzkalesi Erdemli Mersin,Kýzkalesi Mh. Alikiya Cd.N:10N:10,Içel,ERDEMLI,36.459663,34.141176,Magaza
A3522,Kargýcak Alanya Antalya,Karagedik Mah. Köyiçi Mevkii ,Antalya,ALANYA,36.460269,32.124989,Magaza
A2513,Kýzkalesi Mersin,Kýzkalesi Mh. Akif Týð Cd.N:39N:39N:39N:39N:39,Içel,ERDEMLI,36.461515,34.140466,Magaza
A0618,Avcýlar Erdemli Mersin,Kýzkalesi Mh. 35 Silifke Mersin Blv. (Mersin Silifke,Içel,ERDEMLI,36.462503,34.141877,Magaza
G734,Ýskender Arsuz Hatay,Gülcihan Mh. Ahmet Taner Kýþlalý Caddesi (ÝskN:76/5,Hatay,ARSUZ,36.46719,35.971397,Magaza
F981,Dörtyol Mahmutlar Alanya Antalya,Kargýcak Mh. 246 Nolu Sokak No:1N:3 A 3BN:3A N:3/A/B,Antalya,ALANYA,36.470484,32.116892,Magaza
E608,Þahinler Cad Mahmutlar Alanya Antal,Kargýcak Mh. 1 Þahinler CaddesiN:22EFGHN:22EFN:22EFGH,Antalya,ALANYA,36.473107,32.120048,Magaza
A1450,Barbaros Mahmutlar Antalya,Cumhuriyet Mah. Barbaros Cad. N:203/AB,Antalya,ALANYA,36.475663,32.110667,Magaza
A8012,Atatürk cd Mahmutlar Alanya ANTALYA,Mahmutlar Mah Þükrü Top cd Lal Rezidans no:63 Alanya ANTALYAN:2N:244-DE,Antalya,ALANYA,36.477009,32.112788,Magaza
A9136,Mehmet Çakýr Cd Mahm,Mahmutlar Mh. Atatürk Cd.,Antalya,ALANYA,36.48134,32.109046,Magaza
J153,Soðuksu Kýrýkhan Hatay,Bahçelievler Mh. Turgut Özal Caddesi No:26N:26N:2N:26,Hatay,KIRIKHAN,36.481506,36.319231,Magaza
J583,Kumlu Kumlu Hatay,Cumhuriyet Mh. Cumhuriyet Köyü Yolu No:2A/2B/2CN:2A,Hatay,KUMLU,36.482666,36.360796,Magaza
A2458,Kültürpark Mahmutlar Antalya,Cumhuriyet Mah.Barbaros Cad. N:127/AN:127/AN:127 /A,Antalya,ALANYA,36.483751,32.101426,Magaza
A7667,Türkyýlmaz Mahmutlar Alanya Antalya,Mahmutlar Mah.Atatürk Cad.207 Sok Türkyýlmaz Sitesi B Blok NO:7 71N:7 / B,Antalya,ALANYA,36.483861,32.104433,Magaza
G270,Kervansaray Cd Mahmutlar Alanya Antalya,Mahmutlar Mh. Atatürk Caddesi No:146-Z1-Z2N:146/a,Antalya,ALANYA,36.48498,32.102925,Magaza
F304,Selçuklu Mahmutlar Alanya Antalya,Mahmutlar Mh. Toros CaddesiN:7I-7J-N:7/I/JN:7/N:7/I/JK,Antalya,ALANYA,36.487587,32.1142,Magaza
A6869,Cumartesi Pazarý Mahmutlar Alanya ,Mahmutlar mah 129 sok yaparlý 6 sit no:2 19-20 nolu dükkanlar,Antalya,ALANYA,36.488631,32.098921,Magaza
A9466,Gedik Belen Hatay,Halilbey Mh. Atik Cd.N:13N:13N:13N:13N:13N:N:N:13,Hatay,BELEN,36.488841,36.224953,Magaza
I178,Kýrýkhan Kýrýkhan Hatay,Yeni Mh. Tayip Erdoðan Bulvarý No:172N:,Hatay,KIRIKHAN,36.490195,36.363536,Magaza
C754,Maraþal Çakmak Belen Hatay,Muhlisali Mh. 01N:1N:1N:1N:1N:1N:1N:1N:1,Hatay,BELEN,36.490591,36.196475,Magaza
A2921,Yeni Mahmutlar Alanya Antalya,Yeni Mah.Kumru Sok.Alanya Asya Apt. N:Z/11,Antalya,ALANYA,36.491091,32.097283,Magaza
I948,Halil Efe Soytürk Kýrýkhan Hatay,Alsancak Mh. Antakya Kýrýkhan Yolu No:27/2N:2N:27/2,Hatay,KIRIKHAN,36.492899,36.340279,Magaza
A5743,Ayaþ  erdemli Erdemli Ýçel,Merkez Mh.Abdurrahman Þevk Cad.121A Atatürk Cd.(Mersin Silifke Yolu)N:422,Içel,ERDEMLI,36.494207,34.181349,Magaza
E405,Vatan Cad Mahmutlar Alanya Antalya,Mahmutlar Mh. 1 Köyiçi Siteler Caddesi,Antalya,ALANYA,36.49548,32.094047,Magaza
I688,Özlem Yüzgüleç Kýrýkhan Hatay,Yeni Mh. Kanal Sokak No:4N:4N:,Hatay,KIRIKHAN,36.496855,36.355144,Magaza
A5722,Yangýlý Alanya Antalya,YENÝ MAH.YANGILI CAD.OLEANDER APT. ,Antalya,ALANYA,36.497068,32.08917,Magaza
C808,Yemiþkumu Erdemli Mersin,Ayaþ Mh. 386,Içel,ERDEMLI,36.497217,34.183807,Magaza
I469,Mustafa Kerkez Kýrýkhan Hatay,Cumhuriyet Mh. Alpaslan Türkeþ Bulvarý No:52-52N:52,Hatay,KIRIKHAN,36.499437,36.368785,Magaza
J096,Emir Þanverdi Kýrýkhan Hatay,Mimar Sinan Mh. 726. Sokak No:3AA-3ABN:3AAN:N:N:N:3AA,Hatay,KIRIKHAN,36.499644,36.368391,Magaza
K288,Ovakent Antakya Hatay,Uzunaliç Mh. Mücahitler Sokak No:1AN:1AN:1AN:N:1A,Hatay,ANTAKYA,36.499668,36.368715,Magaza
J762,Muhsin Yazýcýoðlu Kýrýkhan Hatay,Karataþ Mh. Muhsin Yazýcýoðlu Caddesi No:59NN:,Hatay,KIRIKHAN,36.500191,36.338793,Magaza
I754,Ömer Þen Kýrýkhan Hatay,Gazi Mh. Tayfun Sökmen Bulvarý No:1N:1N:1N:,Hatay,KIRIKHAN,36.502103,36.364345,Magaza
D813,Kazancý Ermenek Karaman,Merkez Mh. (Kazancý Bld.) 109 Anamur Ermenek YoluN:109N:109,Karaman,ERMENEK,36.502204,32.858864,Magaza
H616,Yeni Tekirova Kemer Antalya,Tekirova Mh. 108. Sokak No:36/AN:36N:36N:N:36N:36,Antalya,KEMER,36.503863,30.522661,Magaza
H980,Aslanlý Belen Hatay,Derebahçe Mh. Girne Caddesi No:4N:4N:4N:4,Hatay,BELEN,36.510138,36.175422,Magaza
A0638,Kestel Alanya Antalya,Kestel Mh. 109- A-B Antalya-Mersin Yolu,Antalya,ALANYA,36.510296,32.070296,Magaza
G050,Küçülmez Alanya Antalya,Kestel Mh. Þehit Murat Güney Caddesi No:48 B/C-48 B,Antalya,ALANYA,36.51305,32.069504,Magaza
B260,Kerimcik Cd Tosmur Alanya Antalya,Tosmur Mh. 1 Ö. Koparan Cd.,Antalya,ALANYA,36.527857,32.051185,Magaza
A5491,Tosmur Alanya Antalya,Tosmur Mh. Merkez Camii CaddesiN:1/A-B,Antalya,ALANYA,36.530029,32.054412,Magaza
G749,Pirinçlik Ýskenderun Hatay,Büyükdere Mh. Sayek Konutlarý No:12N:,Hatay,ÝSKENDERUN,36.530827,36.039257,Magaza
A0700,Kadýköy Seydikemer Muðla,Kadýköy Mh. 55,Mugla,SEYDIKEMER,36.531489,29.380606,Magaza
F235,Ahmet Tokuþ Alanya Antalya,Oba Mh. 1 Fatih Caddesi,Antalya,ALANYA,36.532001,32.043063,Magaza
E753,Ýsa Akar Cad Tosmur Alanya Antalya,Tosmur Mh. 1 Portakal Caddesi,Antalya,ALANYA,36.534008,32.051151,Magaza
B421,Dadaþlar Alanya Antalya,Oba Mh. 1 Dadaþlar Cd.N:30 / AN:30 / A,Antalya,ALANYA,36.534807,32.04237,Magaza
A1557,Oba Alanya Antalya,Mesut Cad. Arzum Apt. N:38 / AN:38 / AN:38 / AN:N:38/AN:38/A,Antalya,ALANYA,36.536288,32.037578,Magaza
I063,Karahüseyinli Arsuz Hatay,Karahüseyinli Mh. O-53 Yolu (Ýskenderun Arsuz YoluN:2/A,Hatay,ARSUZ,36.537685,36.115621,Magaza
C902,Karakocalý Oba Alanya Antalya,Oba Mh. 10A 10B Karakocalýlar CaddesiN:1N:10B/A,Antalya,ALANYA,36.540778,32.049811,Magaza
C544,Fidanlýk Oba Alanya Antalya,Oba Mh. 64 A 64 B,Antalya,ALANYA,36.541864,32.043131,Magaza
A1923,Sahil Alanya Antalya,Cumhuriyet Mah. Sanayi Cad. N:2N:2N:2N:2N:2N:2,Antalya,ALANYA,36.542785,32.021266,Magaza
B053,Mola Kavþaðý Alanya Antalya,Þekerhane Mh. 10/ABCD Hacet Cd.N:10ABCDN:,Antalya,ALANYA,36.544651,32.003124,Magaza
A9558,Arýkanlar Alanya Antalya,Cikcilli Mh. 227. Sk.N:13/A,Antalya,ALANYA,36.544666,32.038235,Magaza
A3647,Eðri Köprü Alanya Antalya,Cumhuriyet Mh. Eðriköprü Caddesi (Sarýkadýoðlu N:13A/B,Antalya,ALANYA,36.545305,32.028031,Magaza
I898,Þekere Ýskenderun Hatay,Ýsmet Ýnönü Mh. 749. Sokak No:47N:47N:47N:47N:47N:,Hatay,ÝSKENDERUN,36.545532,36.157291,Magaza
J175,Çýkmaz Sokak Alanya Antalya,Güller Pýnarý Mh. Salur Sokak (308. Sokak) No:9AN:N:,Antalya,ALANYA,36.545676,32.010035,Magaza
D053,Orkide Sokak Alanya Antalya,Saray Mh. 1 Fevziler Sokak,Antalya,ALANYA,36.545848,31.993791,Magaza
A1061,Güllerpýnarý Alanya,Güllerpýnarý Mah. N:10,Antalya,ALANYA,36.546183,32.007492,Magaza
C759,Belcekýz  plajý Fethiye Muðla,Ölüdeniz Mh. 4/6A-4/6B-4/6C-4/6D-4/6E-4/6GN:4N:6,Mugla,FETHIYE,36.547597,29.124904,Magaza
F711,Cikcilli Alanya Antalya,Cikcilli Mh.  No:1N:23 / AN:23 / AN:23/A,Antalya,ALANYA,36.547667,32.028639,Magaza
A0163,Bostancýpýnarý Alanya Antalya,Þekerhane Mh. 2A - 2B - 2C Gazi Abdurrahman DoN:1 / A,Antalya,ALANYA,36.548181,31.997387,Magaza
B310,Kasapoðlu Alanya Antalya,Saray Mh. 7 A Oral Sk.N:7 / AN:7 / AN:7 / N:7/A,Antalya,ALANYA,36.548298,31.986744,Magaza
J662,Güzel Yalý Ýskenderun Hatay,Büyükdere Mh. Ýskenderun - Arsuz Yolu No:85AN:N:85A,Hatay,ÝSKENDERUN,36.548411,36.079685,Magaza
A4431,Gülcüoðlu  Alanya  ANTALYA,Þekerhane Mah. Gücüoðlu Sok. Baðýmsýz Bölüm 7-8  AlanyaN:2-1NN:2/1,Antalya,ALANYA,36.548532,32.002509,Magaza
A1066,Saray Alanya Antalya,Saray Mah. N:3071,Antalya,ALANYA,36.548633,31.991293,Magaza
K101,Hacýbaba Caddesi Alanya Alanya Antalya,Cikcilli Mh. Hacýbaba CaddesiN:35 / CN:35/CN:35/C,Antalya,ALANYA,36.54897,32.031349,Magaza
A0366,Molla Osman Alanya Antalya,Güller Pýnarý Mh. 7C Hacý Yusuflar Sk.N:7/C,Antalya,ALANYA,36.549078,32.014867,Magaza
A1531,Hacet Alanya Antalya,GüllerpýnarýMah.Büyük Hasbahçe Cad. N:8 / AN:8/AN:8/AN:8 / AN:8/AN:8/A,Antalya,ALANYA,36.54945,32.008401,Magaza
A1650,Kýzlarpýnarý Alanya Antalya,Saray Mah.Kýzlarpýnarý Cad.Yýldýz N:17 / AN:17/AN:17/AN:17/AN:17/AN:17/A,Antalya,ALANYA,36.550534,31.995547,Magaza
D819,Kadýpaþa Alanya Antalya,Kadýpaþa Mh. 1 Sugözü CaddesiN:30ABCDN:30ABCDN:30/ABC,Antalya,ALANYA,36.550545,31.995591,Magaza
A1248,Þekerhane Alanya Antalya,Þekerhane Mah. Alaiye Cad. N:80N:80N:80N:80,Antalya,ALANYA,36.551504,32.000478,Magaza
G826,Konarlý Arsuz Hatay,Karaaðaç Þarkonak Mh. Ýsimsiz Yol No:416/A-BN:N:N:N:41N:416/A,Hatay,ARSUZ,36.551616,36.10681,Magaza
A8832,Yukarý Oba Alanya Antalya,Oba Mh. Çarþamba Cd.N:1/13N:1/13N:1/13N:N:1/13,Antalya,ALANYA,36.55177,32.048913,Magaza
H834,Fýðla Alanya Antalya,Fýðla Mh. Baðcý Caddesi (Cikcilli Caddesi)N:19/AA,Antalya,ALANYA,36.551871,32.019845,Magaza
A5754,Gömbe Kaþ Antalya,Uçarsu Mah.Ptt Karþýsý Sarýsoy Apt. ,Antalya,KAÞ,36.552077,29.669909,Magaza
A3286,Pazarpazarý Alanya Antalya,Hacet Mah.Eþref Kahvecioðlu Cad. N:77N:77N:77N:77N:77N:77N:77N:77,Antalya,ALANYA,36.552234,32.00667,Magaza
A0062,Yeni Liparis Erdemli Mersin,Limonlu Mh. 149  Milli Egemenlik Cd. (MersinN:,Içel,ERDEMLI,36.552445,34.241603,Magaza
D688,Ýkizler Sok Alanya Antalya,Kadýpaþa Mh. 130/A-B Bostancý Pýnarý CaddesiNN:130/AB,Antalya,ALANYA,36.552803,31.998634,Magaza
A3397,Meteoroloji Alanya Antalya,Kýzlarpýnarý Mah.Þeyhþamil Cad. ,Antalya,ALANYA,36.552862,31.978122,Magaza
A0011,Pelitlik Alanya Antalya,Saray Mahallesi Pelitlik CaddesiN:22ABCDN:22/ABCN:22ABCE,Antalya,ALANYA,36.553143,31.990569,Magaza
I813,Efe Alanya Antalya,Kadýpaþa Mh. Kasapoðlu Sokak No:14N:14 / AN:1N:14/A,Antalya,ALANYA,36.553469,32.000908,Magaza
A2754,Sugözü Alanya Antalya,Sugözü Mah.Kemal Reisoðlu Cad. N:26/AN:26 / AN:26 / AN:26 / AN:N:26/A,Antalya,ALANYA,36.554661,31.996524,Magaza
C312,Palmiye Ýskenderun Hatay,Ýsmet Ýnönü Mh. 01 722. SokakN:10N:10N:10N:10,Hatay,ÝSKENDERUN,36.555244,36.156499,Magaza
K270,Çarþamba Caddesi Alanya Alanya Antalya,Oba Mh. Çarþamba CaddesiN:89 / B,Antalya,ALANYA,36.55653,32.063999,Magaza
I997,Þarkonak Arsuz Hatay,Karaaðaç Övündük Mh. Atatürk Caddesi (Ýskenderun ArsuN:,Hatay,ARSUZ,36.556696,36.121199,Magaza
A6682,Kütürüp Alanya Antalya,Sugözü Mah. 610 Cad.No:6/A 7 Ve 8 Nolu dükkanlar AlanyaN:6/N:6/A,Antalya,ALANYA,36.558296,31.993135,Magaza
A8398,Ýbrahimli Ýskenderun Hatay,Ýsmet Ýnönü Mh. 706. Sk.N:34N:34,Hatay,ÝSKENDERUN,36.558953,36.158636,Magaza
A7600,Mimar Sinan Ýskenderun Hatay,Mustafa Kemal Mah.Mimar Sinan Blv. Zemin Kat. Bölüm 1-2 Ve Bölüm 1-N:1-2,Hatay,ÝSKENDERUN,36.56068,36.15463,Magaza
G943,Akdeniz Ýskenderun Hatay,Büyükdere Mh. Akdeniz Caddesi (Ýsimsiz 65. SokN:,Hatay,ÝSKENDERUN,36.562506,36.110964,Magaza
J523,Ege Alanya Antalya,Çýplaklý Mh. Kazým Karabekir Caddesi (1005. SN:17,Antalya,ALANYA,36.562842,32.050721,Magaza
A7662,Mustafa Kemal Ýskenderun Hatay,Mustafa Kemal Mah. Hasan Ali Yücel Cad. No :75 Bölüm:2N:2N:2N:N:,Hatay,ÝSKENDERUN,36.563757,36.14858,Magaza
E303,Pazar Yolu Ýskenderun Hatay,Mustafa Kemal Mh. 1 549. SokakN:15-16N:15-16N:15-1N:,Hatay,ÝSKENDERUN,36.564131,36.150084,Magaza
A2998,Karataþ Karataþ Adana,Kemaliye Mah.Atatürk Cad. N:9-10N:9-10N:9-10N:N:10N:10N:10,Adana,KARATAÞ,36.565923,35.384006,Magaza
K058,Uður Mumcu Arsuz Hatay,Meydan Mh. Uður Mumcu Caddesi No:253 / 255NN:,Hatay,ARSUZ,36.566569,36.120928,Magaza
E948,Kýrançaðýl Mevkii Fethiye Muðla,Ölüdeniz Mh. 16 Ovacýk Caddesi,Mugla,FETHIYE,36.566968,29.141122,Magaza
G946,Orman Caddesi Karataþ Adana,Yeni Mh. Orman Caddesi No:38/9N:38/9N:38NN:38,Adana,KARATAÞ,36.56795,35.383657,Magaza
D760,Sadýk Ahmet Ýskenderun Hatay,Numune Mh. 5 565. Sokak,Hatay,ÝSKENDERUN,36.570637,36.161667,Magaza
B819,Hýdýr Kuyu Caddesi Fethiye Muðla,Ölüdeniz Mh. 1-CN:1N:1,Mugla,FETHIYE,36.570791,29.141191,Magaza
F404,Övündük Arsuz Hatay,Karaaðaç Övündük Mh. Uður Mumcu Caddesi No:2N:2N:2N:2N:2,Hatay,ARSUZ,36.570988,36.132406,Magaza
A9444,Hisarönü Fethiye Muðla,Ölüdeniz Mh. 187. Sk.N:1,Mugla,FETHIYE,36.571523,29.132615,Magaza
F491,Lunapark Fethiye Muðla,Ölüdeniz Mh. 205. Sokak No:4/1,Mugla,FETHIYE,36.572974,29.137697,Magaza
E157,Yunus Emre Ýskenderun Hatay,Sakarya Mh. 5 288/5. SokakN:5,Hatay,ÝSKENDERUN,36.573189,36.197911,Magaza
C014,Gültepe Ýskenderun Hatay,Sakarya Mh. 20 288/19. SokakN:1,Hatay,ÝSKENDERUN,36.574638,36.188675,Magaza
A5446,Sakarya Ýskenderun Hatay,Sakarya Mah.288/22 Sok. No:1N:1,Hatay,ÝSKENDERUN,36.57494,36.192016,Magaza
D205,Hacý Bektaþ Arsuz Hatay,Karaaðaç Övündük Mh. 59N:1N:59N:59N:59N:59N:59N:N:N:5N:59,Hatay,ARSUZ,36.576076,36.141061,Magaza
G427,Mendos Ovacýk Fethiye Muðla,Ölüdeniz Mh. Atatürk Caddesi No:84-1,Mugla,FETHIYE,36.576268,29.151054,Magaza
H103,Ali Ermercan Ýskenderun Hatay,Muradiye Mh. Þehit Ali Ermercan Caddesi No:49N:,Hatay,ÝSKENDERUN,36.577877,36.184894,Magaza
D722,Pýnarbaþý Ýskenderun Hatay,Pýnarbaþý Mh. 54 Pýnarbaþý Caddesi,Hatay,ÝSKENDERUN,36.578316,36.167618,Magaza
I624,Sedat Faiz Ýskenderun Hatay,Muradiye Mh. Mehmet Akif Caddesi No:3AN:3AN:3N:3A,Hatay,ÝSKENDERUN,36.57872,36.172336,Magaza
A3753,Paþaköy Ýskenderun Hatay,Sakarya mah.270/7 sk. N:N:N:1-2,Hatay,ÝSKENDERUN,36.579163,36.189355,Magaza
H500,Beykent Ýskenderun Hatay,Yunus Emre Mh. 305/1. Sokak No:2/2N:2/2N:2/2N:2N:,Hatay,ÝSKENDERUN,36.579432,36.195864,Magaza
I889,Koca Hasanlý Erdemli Mersin,Kocahasanlý Mh. Mersin Antalya Yolu No:79N:79N:7N:34,Içel,ERDEMLI,36.579703,34.266698,Magaza
D414,Meydan Ýskenderun Hatay,Meydan Mh. 1 508. SokakN:29N:29N:29N:29N:29,Hatay,ÝSKENDERUN,36.579918,36.159521,Magaza
A0964,Þehit Bekir Çelik Ýskenderun Hatay,Modernevler Mh. 45 Þehit Jandarma Astsubay ÇavuþN:1,Hatay,ÝSKENDERUN,36.580719,36.195206,Magaza
I914,Sanayi Caddesi Kemer Antalya,Kuzdere Mh. Çaybaþý Caddesi No:12/DN:12N:12NN:12,Antalya,KEMER,36.581875,30.531471,Magaza
I838,Korekent Arsuz Hatay,Karaaðaç Konarlý Mh. Ýsimsiz 54. Sokak No:1N:N:N:1N:1,Hatay,ARSUZ,36.581933,36.147165,Magaza
G199,Çaybaþý Kemer Antalya,Kuzdere Mh. Mustafa Kemal Caddesi No:51N:51NN:51,Antalya,KEMER,36.582455,30.527609,Magaza
D368,Barbaros Ýskenderun Hatay,Barbaros Mh. 101 Mithat Paþa CaddesiN:N:N:N:NN:1,Hatay,ÝSKENDERUN,36.583207,36.162394,Magaza
A8115,Modernevler Ýskenderun Hatay,Yunus Emre mah. Þht.J.Astsb Bekir Çelik cad. No:38,Hatay,ÝSKENDERUN,36.583266,36.192432,Magaza
I826,Ýncircik Mevkii Fethiye Muðla,Ölüdeniz Mh. Ovacýk Caddesi No:9B-9C-9D,Mugla,FETHIYE,36.58492,29.157671,Magaza
F332,Ýskenderun Lisesi Ýskenderun Hatay,Kurtuluþ Mh. 4/1 Þht. Polis Murat Kaya CaddesN:1,Hatay,ÝSKENDERUN,36.585635,36.170196,Magaza
H102,Kurtuluþ Ýskenderun Hatay,Barbaros Mh. Ýsmet Ýnönü Caddesi No:27/CN:27/N:27,Hatay,ÝSKENDERUN,36.585803,36.165363,Magaza
E579,Mavi Konak Alanya Antalya,Konaklý Mh. A Blok Fatih CaddesiN:159/AN:159N:159/A,Antalya,ALANYA,36.586035,31.889473,Magaza
A9157,Þehit Oðuz Yener Ýskenderun Hatay,Savaþ Mh. Þehit Oðuz Yener Cd.,Hatay,ÝSKENDERUN,36.587184,36.168982,Magaza
F810,Millet Parký Ýskenderun Hatay,Cumhuriyet Mh. Ýsmet Ýnönü Caddesi No:141N:N:N:141,Hatay,ÝSKENDERUN,36.587598,36.163135,Magaza
C392,Mete Aslan Ýskenderun Hatay,Çay Mh. 01 Osman Gazi Caddesi,Hatay,ÝSKENDERUN,36.587899,36.175131,Magaza
J487,Ziya Gökalp Ýskenderun Hatay,Savaþ Mh. Ziya Gökalp Caddesi No:47N:47,Hatay,ÝSKENDERUN,36.58833,36.1689,Magaza
J491,Çam Arasý Kemer Antalya,Kuzdere Mh. 288. Sokak No:59N:59AN:59AN:,Antalya,KEMER,36.588774,30.529182,Magaza
A3905,Þehit Yalçýn Ýskenderun Hatay,Hürriyet Mah.Þht Yalçýn Aydýn cad. N:,Hatay,ÝSKENDERUN,36.589043,36.165932,Magaza
A7245,Savaþ Ýskenderun,Savaþ Mah.Maraþal Çakmak Cad. No:10,Hatay,ÝSKENDERUN,36.591038,36.170323,Magaza
